SMILES_Ligands,Counterion,Abbreviation_in_the_article,IC50_Dark(M*10^-6),IC50_Dark_standard_error(M*10^-6),IC50_Dark_value,IC50_Light(M*10^-6),IC50_Light_standard_error(M*10^-6),IC50_Light_value,Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,IC50_Cisplatin(M*10^-6),IC50_Cisplatin_standard_error(M*10^-6),IC50_Cisplatin_value,IC50_class,num_ligands,Scaffold
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,24.55,,24.55,,,,,,,HCC1806,48.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,76.03,,76.03,,,,,,,HCC1500,48.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,22.43,,22.43,,,,,,,HCT-116,48.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,43.53,,43.53,,,,,,,AGS,48.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,49.43,,49.43,,,,,,,MCF-7,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,65.81,,65.81,,,,,,,HCC1937,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,48.89,,48.89,,,,,,,MDA-MB-231,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,32.63,,32.63,,,,,,,BT-474,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,27.62,,27.62,,,,,,,HCC1806,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,192.3,,192.3,,,,,,,HCC1500,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,15.54,,15.54,,,,,,,HCT-116,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1,,RUNAT-BI,29.57,,29.57,,,,,,,AGS,72.0,10.3390/cancers15010069,2022,,,,0,4,[Cl-].[Cl-].c1c[nH]c(-c2ncc[nH]2)n1.c1c[nH]c(-c2ncc[nH]2)n1
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru1,0.5,0.2,0.5,,,,,,,A549,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru2,1.2,0.1,1.2,,,,,,,A549,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru3,>100,,100.0,,,,,,,A549,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,0,3,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru1,0.9,0.3,0.9,,,,,,,HeLa,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru2,2.5,0.1,2.5,,,,,,,HeLa,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru3,>100,,100.0,,,,,,,HeLa,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,0,3,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru1,1.2,0.4,1.2,,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru2,3.6,0.4,3.6,,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru3,>100,,100.0,,,,,,,HepG2,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,0,3,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru1,1.8,0.1,1.8,,,,,,,MCF-7,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru2,2.0,0.2,2.0,,,,,,,MCF-7,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru3,>100,,100.0,,,,,,,MCF-7,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,0,3,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru1,3.7,0.4,3.7,,,,,,,BEAS-2B,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,1,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru2,12.3,0.3,12.3,,,,,,,BEAS-2B,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,0,3,O=C(Nc1cc2cccnc2c2ncccc12)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ru3,>100,,100.0,,,,,,,BEAS-2B,48.0,10.1016/j.jinorgbio.2023.112295,2023,,,,0,3,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1cnc2c(c1)ccc1cccnc12
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.Cc1ccc(C(C)C)cc1.[Cl-],O=[N+]([O-])[O-],Ru1,88.2,0.3,88.2,,,,,,,A549,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.c1ccccc1.[Cl-]
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.[Cl-].c1ccccc1,O=[N+]([O-])[O-],Ru2,90.9,0.1,90.9,,,,,,,A549,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.[Cl-].c1ccccc1
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.OCCCCc1ccccc1.[Cl-],O=[N+]([O-])[O-],Ru3,121.3,0.4,121.3,,,,,,,A549,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.c1ccccc1.[Cl-]
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.Cc1ccc(C(C)C)cc1.[Cl-],O=[N+]([O-])[O-],Ru1,81.5,0.1,81.5,,,,,,,HeLa,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.c1ccccc1.[Cl-]
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.[Cl-].c1ccccc1,O=[N+]([O-])[O-],Ru2,79.6,0.2,79.6,,,,,,,HeLa,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.[Cl-].c1ccccc1
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.OCCCCc1ccccc1.[Cl-],O=[N+]([O-])[O-],Ru3,98.6,0.5,98.6,,,,,,,HeLa,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.c1ccccc1.[Cl-]
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.Cc1ccc(C(C)C)cc1.[Cl-],O=[N+]([O-])[O-],Ru1,93.3,0.3,93.3,,,,,,,BEAS-2B,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.c1ccccc1.[Cl-]
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.[Cl-].c1ccccc1,O=[N+]([O-])[O-],Ru2,98.3,0.3,98.3,,,,,,,BEAS-2B,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.[Cl-].c1ccccc1
CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1N=Cc1ccccc1P(c1ccccc1)c1ccccc1.OCCCCc1ccccc1.[Cl-],O=[N+]([O-])[O-],Ru3,115.5,0.4,115.5,,,,,,,BEAS-2B,48.0,10.1021/acs.inorgchem.2c03279,2022,,,,0,3,C(=Nc1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1.c1ccccc1.[Cl-]
Cc1ccc(C(C)C)cc1.[Cl-].[O-]c1ccccc1C=Nc1cnc2ccccc2c1,,1,22.8,1.5,22.8,,,,,,,LN229,24.0,10.1039/d0dt02167a,2020,,,,0,3,c1ccccc1.[Cl-].C(=Nc1cnc2ccccc2c1)c1ccccc1
Cc1ccc(C(C)C)cc1.[Cl-].[O-]c1ccc2ccccc2c1C=Nc1cnc2ccccc2c1,,2,21.7,1.5,21.7,,,,,,,LN229,24.0,10.1039/d0dt02167a,2020,,,,0,3,c1ccccc1.[Cl-].C(=Nc1cnc2ccccc2c1)c1cccc2ccccc12
Cc1ccc(C(C)C)cc1.[Cl-].[O-]c1ccccc1C=Nc1cnc2ccccc2c1,,1,68.5,0.7,68.5,,,,,,,L-929,24.0,10.1039/d0dt02167a,2020,,,,0,3,c1ccccc1.[Cl-].C(=Nc1cnc2ccccc2c1)c1ccccc1
Cc1ccc(C(C)C)cc1.[Cl-].[O-]c1ccc2ccccc2c1C=Nc1cnc2ccccc2c1,,2,44.0,0.3,44.0,,,,,,,L-929,24.0,10.1039/d0dt02167a,2020,,,,0,3,c1ccccc1.[Cl-].C(=Nc1cnc2ccccc2c1)c1cccc2ccccc12
CC(=N)C(C)=NN=C([S-])SCc1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,1,12.1,0.1,12.1,,,,,,,HeLa,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccc(C)cc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,2,7.8,0.1,7.8,,,,,,,HeLa,48.0,10.1002/chem.202202694,2023,,,,1,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccc(Cl)cc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,3,6.9,0.2,6.9,,,,,,,HeLa,48.0,10.1002/chem.202202694,2023,,,,1,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,1,32.8,0.4,32.8,,,,,,,HT-29,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccc(C)cc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,2,24.5,0.1,24.5,,,,,,,HT-29,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccc(Cl)cc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,3,13.9,0.4,13.9,,,,,,,HT-29,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,1,46.1,1.4,46.1,,,,,,,NIH-3T3,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccc(C)cc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,2,23.4,0.5,23.4,,,,,,,NIH-3T3,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=N)C(C)=NN=C([S-])SCc1ccc(Cl)cc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,3,36.7,0.1,36.7,,,,,,,NIH-3T3,48.0,10.1002/chem.202202694,2023,,,,0,4,c1ccccc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
O=C([O-])c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(BAC),0.48,0.23,0.48,,,,,,,MDA-MB-231,48.0,10.1039/d0dt03490h,2020,,,,1,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
O=C([O-])c1cc(O)c(O)c(O)c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(GAC),6.76,0.51,6.76,,,,,,,MDA-MB-231,48.0,10.1039/d0dt03490h,2020,,,,1,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
CC(=O)Oc1cc(C(=O)[O-])cc(OC(C)=O)c1OC(C)=O.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(EGA),3.63,0.66,3.63,,,,,,,MDA-MB-231,48.0,10.1039/d0dt03490h,2020,,,,1,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
O=C([O-])c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(BAC),6.95,0.56,6.95,,,,,,,MCF-7,48.0,10.1039/d0dt03490h,2020,,,,1,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
O=C([O-])c1cc(O)c(O)c(O)c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(GAC),10.65,0.76,10.65,,,,,,,MCF-7,48.0,10.1039/d0dt03490h,2020,,,,0,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
CC(=O)Oc1cc(C(=O)[O-])cc(OC(C)=O)c1OC(C)=O.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(EGA),26.64,2.02,26.64,,,,,,,MCF-7,48.0,10.1039/d0dt03490h,2020,,,,0,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
O=C([O-])c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(BAC),1.96,0.09,1.96,,,,,,,MCF-10A,48.0,10.1039/d0dt03490h,2020,,,,1,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
O=C([O-])c1cc(O)c(O)c(O)c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(GAC),25.36,0.12,25.36,,,,,,,MCF-10A,48.0,10.1039/d0dt03490h,2020,,,,0,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
CC(=O)Oc1cc(C(=O)[O-])cc(OC(C)=O)c1OC(C)=O.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,F[P-](F)(F)(F)(F)F,Ru(EGA),16.04,0.57,16.04,,,,,,,MCF-10A,48.0,10.1039/d0dt03490h,2020,,,,0,3,c1ccccc1.c1ccc(-c2ccccn2)nc1.c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
